No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;
7962;472.976.079;192.168.43.47;74.125.68.102;TCP;66;49908  >  443 [ACK] Seq=13292 Ack=17817 Win=64768 Len=0 SLE=17886 SRE=17964;;;;;;;;;;;;;;;
7963;472.976.274;192.168.43.47;74.125.68.102;TCP;54;49908  >  443 [ACK] Seq=13292 Ack=17964 Win=64768 Len=0;;;;;;;;;;;;;;;
7964;472.979.238;192.168.43.47;74.125.68.102;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7965;473.018.053;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=18003 Ack=13331 Win=96512 Len=0;;;;;;;;;;;;;;;
7966;474.948.126;192.168.43.47;147.135.46.101;TCP;66;65268  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;;;;;;;
7967;475.392.778;147.135.46.101;192.168.43.47;TCP;58;80  >  65268 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1400;;;;;;;;;;;;;;;
7968;475.393.010;192.168.43.47;147.135.46.101;TCP;54;65268  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0;;;;;;;;;;;;;;;
7969;475.393.280;192.168.43.47;147.135.46.101;TCP;227;65268  >  80 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=173 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7970;475.393.464;192.168.43.47;147.135.46.101;TCP;1454;65268  >  80 [ACK] Seq=174 Ack=1 Win=65535 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7971;475.393.464;192.168.43.47;147.135.46.101;HTTP;567;POST /smadavstats41.php HTTP/1.1  (application/x-www-form-urlencoded);;;;;;;;;;;;;;;
7972;475.598.082;192.168.43.47;74.125.130.100;TCP;55;[TCP Keep-Alive] 49925  >  443 [ACK] Seq=1797 Ack=21054 Win=65792 Len=1;;;;;;;;;;;;;;;
7973;475.654.623;74.125.130.100;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49925 [ACK] Seq=21054 Ack=1798 Win=68864 Len=0 SLE=1797 SRE=1798;;;;;;;;;;;;;;;
7974;475.831.637;147.135.46.101;192.168.43.47;TCP;54;80  >  65268 [ACK] Seq=1 Ack=174 Win=26800 Len=0;;;;;;;;;;;;;;;
7975;475.842.638;147.135.46.101;192.168.43.47;TCP;54;80  >  65268 [ACK] Seq=1 Ack=1574 Win=29400 Len=0;;;;;;;;;;;;;;;
7976;475.849.630;147.135.46.101;192.168.43.47;TCP;54;80  >  65268 [ACK] Seq=1 Ack=2087 Win=32200 Len=0;;;;;;;;;;;;;;;
7977;475.867.065;147.135.46.101;192.168.43.47;HTTP;204;HTTP/1.1 200 OK  (text/html);;;;;;;;;;;;;;;
7978;475.867.230;192.168.43.47;147.135.46.101;TCP;54;65268  >  80 [ACK] Seq=2087 Ack=151 Win=65535 Len=0;;;;;;;;;;;;;;;
7979;476.203.076;192.168.43.47;74.125.24.138;TCP;55;[TCP Keep-Alive] 49929  >  443 [ACK] Seq=1751 Ack=3993 Win=64256 Len=1;;;;;;;;;;;;;;;
7980;476.254.482;74.125.24.138;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49929 [ACK] Seq=3993 Ack=1752 Win=68608 Len=0 SLE=1751 SRE=1752;;;;;;;;;;;;;;;
7981;477.499.105;192.168.43.47;74.125.24.101;TCP;55;[TCP Keep-Alive] 49933  >  443 [ACK] Seq=3111 Ack=5700 Win=65792 Len=1;;;;;;;;;;;;;;;
7982;477.554.416;74.125.24.101;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49933 [ACK] Seq=5700 Ack=3112 Win=73472 Len=0 SLE=3111 SRE=3112;;;;;;;;;;;;;;;
7983;479.543.024;192.168.43.47;74.125.24.188;TCP;55;[TCP Keep-Alive] 49935  >  5228 [ACK] Seq=758 Ack=8829 Win=65536 Len=1;;;;;;;;;;;;;;;
7984;479.603.650;74.125.24.188;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 5228  >  49935 [ACK] Seq=8829 Ack=759 Win=67840 Len=0 SLE=758 SRE=759;;;;;;;;;;;;;;;
7985;480.007.947;192.168.43.47;74.125.24.94;TCP;55;[TCP Keep-Alive] 49917  >  443 [ACK] Seq=1281 Ack=36792 Win=65792 Len=1;;;;;;;;;;;;;;;
7986;480.077.384;74.125.24.94;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49917 [ACK] Seq=36792 Ack=1282 Win=67840 Len=0 SLE=1281 SRE=1282;;;;;;;;;;;;;;;
7987;480.240.339;23.111.9.35;192.168.43.47;TLSv1.2;85;[TCP Previous segment not captured] , Encrypted Alert;;;;;;;;;;;;;;;
7988;480.240.473;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3259#2] 65129  >  443 [ACK] Seq=1137 Ack=85072 Win=65792 Len=0 SLE=85118 SRE=85149;;;;;;;;;;;;;;;
7989;480.240.783;23.111.9.35;192.168.43.47;TCP;54;443  >  65129 [FIN, ACK] Seq=85149 Ack=1137 Win=31744 Len=0;;;;;;;;;;;;;;;
7990;480.240.783;23.111.9.35;192.168.43.47;TLSv1.2;100;[TCP Fast Retransmission] , Application Data;;;;;;;;;;;;;;;
7991;480.240.839;192.168.43.47;23.111.9.35;TCP;66;[TCP Dup ACK 3259#3] 65129  >  443 [ACK] Seq=1137 Ack=85072 Win=65792 Len=0 SLE=85118 SRE=85149;;;;;;;;;;;;;;;
7992;480.240.973;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [ACK] Seq=1137 Ack=85150 Win=65536 Len=0;;;;;;;;;;;;;;;
7993;480.241.376;192.168.43.47;23.111.9.35;TCP;54;65129  >  443 [FIN, ACK] Seq=1137 Ack=85150 Win=65536 Len=0;;;;;;;;;;;;;;;
7994;480.440.906;23.111.9.35;192.168.43.47;TCP;54;443  >  65129 [ACK] Seq=85150 Ack=1138 Win=31744 Len=0;;;;;;;;;;;;;;;
7995;480.877.317;147.135.46.101;192.168.43.47;TCP;54;80  >  65268 [FIN, ACK] Seq=151 Ack=2087 Win=32200 Len=0;;;;;;;;;;;;;;;
7996;480.877.462;192.168.43.47;147.135.46.101;TCP;54;65268  >  80 [ACK] Seq=2087 Ack=152 Win=65535 Len=0;;;;;;;;;;;;;;;
7998;481.235.031;192.168.43.47;74.125.68.139;TCP;55;[TCP Keep-Alive] 65132  >  443 [ACK] Seq=4550 Ack=5195 Win=64256 Len=1;;;;;;;;;;;;;;;
7999;481.277.487;74.125.68.139;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  65132 [ACK] Seq=5195 Ack=4551 Win=76288 Len=0 SLE=4550 SRE=4551;;;;;;;;;;;;;;;
8006;483.213.481;74.125.130.84;192.168.43.47;TCP;54;[TCP Previous segment not captured] 443  >  49910 [FIN, ACK] Seq=5426 Ack=2864 Win=72448 Len=0;;;;;;;;;;;;;;;
8007;483.213.636;192.168.43.47;74.125.130.84;TCP;54;[TCP Dup ACK 1110#1] 49910  >  443 [ACK] Seq=2864 Ack=5370 Win=65792 Len=0;;;;;;;;;;;;;;;
8008;483.213.997;74.125.130.84;192.168.43.47;TCP;110;[TCP Out-Of-Order] 443  >  49910 [PSH, ACK] Seq=5370 Ack=2864 Win=72448 Len=56;;;;;;;;;;;;;;;
8009;483.214.101;192.168.43.47;74.125.130.84;TCP;54;49910  >  443 [ACK] Seq=2864 Ack=5427 Win=65536 Len=0;;;;;;;;;;;;;;;
8010;483.252.589;192.168.43.47;74.125.130.84;TCP;54;49910  >  443 [FIN, ACK] Seq=2864 Ack=5427 Win=65536 Len=0;;;;;;;;;;;;;;;
8011;483.300.169;74.125.130.84;192.168.43.47;TCP;54;443  >  49910 [ACK] Seq=5427 Ack=2865 Win=72448 Len=0;;;;;;;;;;;;;;;
8012;483.323.479;192.168.43.47;74.125.24.136;TLSv1.3;132;Application Data;;;;;;;;;;;;;;;
8013;483.323.806;192.168.43.47;74.125.24.136;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8014;483.323.968;192.168.43.47;74.125.24.136;TLSv1.3;159;Application Data;;;;;;;;;;;;;;;
8018;483.352.903;192.168.43.47;103.208.137.6;TLSv1.2;893;Application Data;;;;;;;;;;;;;;;
8019;483.377.477;74.125.24.136;192.168.43.47;TCP;54;443  >  65125 [ACK] Seq=6271 Ack=3025 Win=72960 Len=0;;;;;;;;;;;;;;;
8020;483.377.759;74.125.24.136;192.168.43.47;TCP;54;443  >  65125 [ACK] Seq=6271 Ack=3169 Win=72960 Len=0;;;;;;;;;;;;;;;
8021;483.377.759;74.125.24.136;192.168.43.47;TCP;54;443  >  65125 [ACK] Seq=6271 Ack=3064 Win=72960 Len=0;;;;;;;;;;;;;;;
8022;483.378.221;74.125.24.136;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8023;483.418.968;192.168.43.47;74.125.24.136;TCP;54;65125  >  443 [ACK] Seq=3169 Ack=6310 Win=65280 Len=0;;;;;;;;;;;;;;;
8024;483.427.264;74.125.24.136;192.168.43.47;TLSv1.3;120;Application Data;;;;;;;;;;;;;;;
8025;483.427.563;74.125.24.136;192.168.43.47;TLSv1.3;180;Application Data;;;;;;;;;;;;;;;
8026;483.427.563;74.125.24.136;192.168.43.47;TLSv1.3;93;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
8027;483.427.563;74.125.24.136;192.168.43.47;TCP;85;[TCP Out-Of-Order] 443  >  65125 [PSH, ACK] Seq=6502 Ack=3169 Win=72960 Len=31;;;;;;;;;;;;;;;
8028;483.427.670;192.168.43.47;74.125.24.136;TCP;66;65125  >  443 [ACK] Seq=3169 Ack=6502 Win=65024 Len=0 SLE=6533 SRE=6572;;;;;;;;;;;;;;;
8029;483.427.866;192.168.43.47;74.125.24.136;TCP;54;65125  >  443 [ACK] Seq=3169 Ack=6572 Win=65024 Len=0;;;;;;;;;;;;;;;
8030;483.431.257;192.168.43.47;74.125.24.136;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8031;483.446.327;103.208.137.6;192.168.43.47;TCP;54;443  >  65121 [ACK] Seq=717018 Ack=28528 Win=64128 Len=0;;;;;;;;;;;;;;;
8032;483.478.313;74.125.24.136;192.168.43.47;TCP;54;443  >  65125 [ACK] Seq=6572 Ack=3208 Win=72960 Len=0;;;;;;;;;;;;;;;
8033;483.503.012;192.168.43.47;172.217.194.94;TCP;55;[TCP Keep-Alive] 49937  >  443 [ACK] Seq=10711 Ack=6581 Win=65536 Len=1;;;;;;;;;;;;;;;
8034;483.503.235;192.168.43.47;74.125.200.128;TCP;55;[TCP Keep-Alive] 65136  >  443 [ACK] Seq=1047 Ack=8884 Win=65536 Len=1;;;;;;;;;;;;;;;
8035;483.554.230;172.217.194.94;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49937 [ACK] Seq=6581 Ack=10712 Win=93440 Len=0 SLE=10711 SRE=10712;;;;;;;;;;;;;;;
8036;483.554.469;74.125.200.128;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  65136 [ACK] Seq=8884 Ack=1048 Win=67840 Len=0 SLE=1047 SRE=1048;;;;;;;;;;;;;;;
8037;483.578.409;103.208.137.6;192.168.43.47;TLSv1.2;1115;Application Data;;;;;;;;;;;;;;;
8038;483.578.409;103.208.137.6;192.168.43.47;TLSv1.2;1301;Application Data;;;;;;;;;;;;;;;
8039;483.578.409;103.208.137.6;192.168.43.47;TLSv1.2;937;Application Data;;;;;;;;;;;;;;;
8040;483.578.711;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=28528 Ack=720209 Win=624384 Len=0;;;;;;;;;;;;;;;
8041;483.579.902;103.208.137.6;192.168.43.47;TLSv1.2;847;Application Data;;;;;;;;;;;;;;;
8042;483.580.044;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=28528 Ack=721002 Win=623360 Len=0;;;;;;;;;;;;;;;
8043;483.580.520;103.208.137.6;192.168.43.47;TCP;1454;443  >  65121 [ACK] Seq=721002 Ack=28528 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8044;483.580.520;103.208.137.6;192.168.43.47;TLSv1.2;166;Application Data;;;;;;;;;;;;;;;
8045;483.580.520;103.208.137.6;192.168.43.47;TLSv1.2;1140;Application Data;;;;;;;;;;;;;;;
8046;483.580.721;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=28528 Ack=723600 Win=624384 Len=0;;;;;;;;;;;;;;;
8047;483.581.200;103.208.137.6;192.168.43.47;TLSv1.2;518;Application Data;;;;;;;;;;;;;;;
8048;483.581.200;103.208.137.6;192.168.43.47;TLSv1.2;1199;Application Data;;;;;;;;;;;;;;;
8049;483.581.200;103.208.137.6;192.168.43.47;TLSv1.2;1180;Application Data;;;;;;;;;;;;;;;
8050;483.581.307;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=28528 Ack=726335 Win=624384 Len=0;;;;;;;;;;;;;;;
8051;483.616.427;103.208.137.6;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65121 [ACK] Seq=727735 Ack=28528 Win=64128 Len=1400 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8052;483.616.583;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 8050#1] 65121  >  443 [ACK] Seq=28528 Ack=726335 Win=624384 Len=0 SLE=727735 SRE=729135;;;;;;;;;;;;;;;
8053;483.617.035;103.208.137.6;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
8054;483.617.101;192.168.43.47;103.208.137.6;TCP;74;[TCP Dup ACK 8050#2] 65121  >  443 [ACK] Seq=28528 Ack=726335 Win=624384 Len=0 SLE=734735 SRE=736135 SLE=727735 SRE=729135;;;;;;;;;;;;;;;
8055;483.617.447;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=730535 Ack=28528 Win=64128 Len=1400;;;;;;;;;;;;;;;
8056;483.617.507;192.168.43.47;103.208.137.6;TCP;82;[TCP Dup ACK 8050#3] 65121  >  443 [ACK] Seq=28528 Ack=726335 Win=624384 Len=0 SLE=730535 SRE=731935 SLE=734735 SRE=736135 SLE=727735 SRE=729135;;;;;;;;;;;;;;;
8057;483.618.836;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=731935 Ack=28528 Win=64128 Len=1400;;;;;;;;;;;;;;;
8058;483.618.946;192.168.43.47;103.208.137.6;TCP;82;[TCP Dup ACK 8050#4] 65121  >  443 [ACK] Seq=28528 Ack=726335 Win=624384 Len=0 SLE=730535 SRE=733335 SLE=734735 SRE=736135 SLE=727735 SRE=729135;;;;;;;;;;;;;;;
8059;483.619.222;103.208.137.6;192.168.43.47;TLSv1.2;1454;[TCP Fast Retransmission] , Application Data;;;;;;;;;;;;;;;
8060;483.619.222;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=729135 Ack=28528 Win=64128 Len=1400;;;;;;;;;;;;;;;
8061;483.619.320;192.168.43.47;103.208.137.6;TCP;74;65121  >  443 [ACK] Seq=28528 Ack=729135 Win=624384 Len=0 SLE=730535 SRE=733335 SLE=734735 SRE=736135;;;;;;;;;;;;;;;
8062;483.619.428;192.168.43.47;103.208.137.6;TCP;66;65121  >  443 [ACK] Seq=28528 Ack=733335 Win=624384 Len=0 SLE=734735 SRE=736135;;;;;;;;;;;;;;;
8063;483.619.654;103.208.137.6;192.168.43.47;TLSv1.2;1094;Ignored Unknown Record;;;;;;;;;;;;;;;
8064;483.619.654;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=733335 Ack=28528 Win=64128 Len=1400;;;;;;;;;;;;;;;
8065;483.619.724;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 8062#1] 65121  >  443 [ACK] Seq=28528 Ack=733335 Win=624384 Len=0 SLE=734735 SRE=737175;;;;;;;;;;;;;;;
8066;483.619.839;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=28528 Ack=737175 Win=624384 Len=0;;;;;;;;;;;;;;;
8072;484.459.229;192.168.43.47;172.67.38.97;TLSv1.3;631;Application Data;;;;;;;;;;;;;;;
8073;484.459.561;192.168.43.47;172.67.38.97;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8074;484.520.251;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=19301 Ack=3527 Win=72704 Len=0;;;;;;;;;;;;;;;
8075;484.520.984;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=19301 Ack=3566 Win=72704 Len=0;;;;;;;;;;;;;;;
8076;484.521.229;172.67.38.97;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8077;484.545.404;192.168.43.47;172.217.194.95;TLSv1.3;171;Application Data;;;;;;;;;;;;;;;
8078;484.546.202;192.168.43.47;172.217.194.95;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8079;484.561.944;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=3566 Ack=19340 Win=65536 Len=0;;;;;;;;;;;;;;;
8080;484.596.240;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=8986 Ack=4143 Win=76800 Len=0;;;;;;;;;;;;;;;
8081;484.596.534;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=8986 Ack=4182 Win=76800 Len=0;;;;;;;;;;;;;;;
8082;484.596.534;172.217.194.95;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8083;484.638.971;192.168.43.47;172.217.194.95;TCP;54;49915  >  443 [ACK] Seq=4182 Ack=9025 Win=65536 Len=0;;;;;;;;;;;;;;;
8084;484.655.363;172.217.194.95;192.168.43.47;TLSv1.3;128;Application Data;;;;;;;;;;;;;;;
8085;484.655.850;172.217.194.95;192.168.43.47;TLSv1.3;93;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
8086;484.655.850;172.217.194.95;192.168.43.47;TCP;117;[TCP Out-Of-Order] 443  >  49915 [PSH, ACK] Seq=9099 Ack=4182 Win=76800 Len=63;;;;;;;;;;;;;;;
8087;484.655.975;192.168.43.47;172.217.194.95;TCP;66;49915  >  443 [ACK] Seq=4182 Ack=9099 Win=65536 Len=0 SLE=9162 SRE=9201;;;;;;;;;;;;;;;
8088;484.656.243;192.168.43.47;172.217.194.95;TCP;54;49915  >  443 [ACK] Seq=4182 Ack=9201 Win=65536 Len=0;;;;;;;;;;;;;;;
8089;484.657.180;192.168.43.47;172.217.194.95;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
8090;484.674.949;192.168.43.47;172.67.26.25;TCP;55;[TCP Keep-Alive] 49942  >  443 [ACK] Seq=2946 Ack=6803 Win=65024 Len=1;;;;;;;;;;;;;;;
8091;484.697.341;172.217.194.95;192.168.43.47;TCP;54;443  >  49915 [ACK] Seq=9201 Ack=4221 Win=76800 Len=0;;;;;;;;;;;;;;;
8092;484.721.175;172.67.26.25;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49942 [ACK] Seq=6803 Ack=2947 Win=72704 Len=0 SLE=2946 SRE=2947;;;;;;;;;;;;;;;
8093;484.732.380;172.67.38.97;192.168.43.47;TLSv1.3;914;Application Data;;;;;;;;;;;;;;;
8094;484.732.743;172.67.38.97;192.168.43.47;TLSv1.3;85;Application Data;;;;;;;;;;;;;;;
8095;484.732.846;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=3566 Ack=20231 Win=64768 Len=0;;;;;;;;;;;;;;;
8097;485.094.994;192.168.43.47;103.208.137.6;TLSv1.2;733;Application Data;;;;;;;;;;;;;;;
8098;485.096.431;192.168.43.47;103.208.137.6;TLSv1.2;802;Application Data;;;;;;;;;;;;;;;
8099;485.143.030;192.168.43.47;104.31.228.10;TCP;55;[TCP Keep-Alive] 49941  >  443 [ACK] Seq=1180 Ack=2935 Win=64768 Len=1;;;;;;;;;;;;;;;
8100;485.144.313;103.208.137.6;192.168.43.47;TCP;54;443  >  65121 [ACK] Seq=737175 Ack=29207 Win=64128 Len=0;;;;;;;;;;;;;;;
8101;485.155.680;103.208.137.6;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
8102;485.155.842;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 8066#1] 65121  >  443 [ACK] Seq=29207 Ack=737175 Win=624384 Len=0 SLE=738575 SRE=739975;;;;;;;;;;;;;;;
8103;485.156.193;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=737175 Ack=29207 Win=64128 Len=1400;;;;;;;;;;;;;;;
8104;485.156.193;103.208.137.6;192.168.43.47;TLSv1.2;931;Ignored Unknown Record;;;;;;;;;;;;;;;
8105;485.156.193;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
8106;485.156.306;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=29207 Ack=739975 Win=624384 Len=0;;;;;;;;;;;;;;;
8107;485.156.413;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=29207 Ack=740886 Win=623360 Len=0;;;;;;;;;;;;;;;
8108;485.161.406;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=480678 Ack=12328 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8109;485.162.181;103.208.137.6;192.168.43.47;TCP;1419;[TCP Previous segment not captured] 443  >  65160 [PSH, ACK] Seq=483478 Ack=12328 Win=64128 Len=1365 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8110;485.162.181;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=484843 Ack=12328 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8111;485.162.181;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=482078 Ack=12328 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8112;485.162.181;103.208.137.6;192.168.43.47;TCP;246;443  >  65160 [PSH, ACK] Seq=486243 Ack=12328 Win=64128 Len=192 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8113;485.162.341;192.168.43.47;103.208.137.6;TCP;66;65160  >  443 [ACK] Seq=12328 Ack=482078 Win=372224 Len=0 SLE=483478 SRE=484843;;;;;;;;;;;;;;;
8114;485.162.538;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 8113#1] 65160  >  443 [ACK] Seq=12328 Ack=482078 Win=372224 Len=0 SLE=483478 SRE=486243;;;;;;;;;;;;;;;
8115;485.162.658;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=12328 Ack=486243 Win=372224 Len=0;;;;;;;;;;;;;;;
8116;485.162.789;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=12328 Ack=486435 Win=371968 Len=0;;;;;;;;;;;;;;;
8117;485.163.229;103.208.137.6;192.168.43.47;TCP;88;443  >  65160 [PSH, ACK] Seq=486435 Ack=12328 Win=64128 Len=34 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8118;485.206.970;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=12328 Ack=486469 Win=371968 Len=0;;;;;;;;;;;;;;;
8119;485.347.266;104.31.228.10;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49941 [ACK] Seq=2935 Ack=1181 Win=69632 Len=0 SLE=1180 SRE=1181;;;;;;;;;;;;;;;
8120;485.458.969;192.168.43.47;103.208.137.6;TLSv1.2;838;Application Data;;;;;;;;;;;;;;;
8121;485.499.326;216.239.38.120;192.168.43.47;TCP;54;[TCP Previous segment not captured] 443  >  49911 [FIN, ACK] Seq=50089 Ack=2088 Win=72192 Len=0;;;;;;;;;;;;;;;
8122;485.499.458;192.168.43.47;216.239.38.120;TCP;54;[TCP Dup ACK 1272#1] 49911  >  443 [ACK] Seq=2088 Ack=50033 Win=65536 Len=0;;;;;;;;;;;;;;;
8123;485.499.744;216.239.38.120;192.168.43.47;TCP;110;[TCP Out-Of-Order] 443  >  49911 [PSH, ACK] Seq=50033 Ack=2088 Win=72192 Len=56;;;;;;;;;;;;;;;
8124;485.499.839;192.168.43.47;216.239.38.120;TCP;54;49911  >  443 [ACK] Seq=2088 Ack=50090 Win=65536 Len=0;;;;;;;;;;;;;;;
8125;485.500.252;192.168.43.47;216.239.38.120;TCP;54;49911  >  443 [FIN, ACK] Seq=2088 Ack=50090 Win=65536 Len=0;;;;;;;;;;;;;;;
8126;485.539.681;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=486469 Ack=13112 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8127;485.540.577;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=487869 Ack=13112 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8128;485.540.664;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=13112 Ack=489269 Win=372224 Len=0;;;;;;;;;;;;;;;
8129;485.540.966;103.208.137.6;192.168.43.47;TCP;1419;443  >  65160 [PSH, ACK] Seq=489269 Ack=13112 Win=64128 Len=1365 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8130;485.541.982;103.208.137.6;192.168.43.47;TCP;1454;[TCP Previous segment not captured] 443  >  65160 [ACK] Seq=494767 Ack=13112 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8131;485.542.049;192.168.43.47;103.208.137.6;TCP;66;65160  >  443 [ACK] Seq=13112 Ack=490634 Win=370944 Len=0 SLE=494767 SRE=496167;;;;;;;;;;;;;;;
8132;485.542.319;103.208.137.6;192.168.43.47;TCP;1454;443  >  65160 [ACK] Seq=496167 Ack=13112 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8133;485.542.374;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 8131#1] 65160  >  443 [ACK] Seq=13112 Ack=490634 Win=370944 Len=0 SLE=494767 SRE=497567;;;;;;;;;;;;;;;
8134;485.543.336;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65160 [ACK] Seq=492034 Ack=13112 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8135;485.543.394;192.168.43.47;103.208.137.6;TCP;74;[TCP Dup ACK 8131#2] 65160  >  443 [ACK] Seq=13112 Ack=490634 Win=370944 Len=0 SLE=492034 SRE=493434 SLE=494767 SRE=497567;;;;;;;;;;;;;;;
8136;485.543.584;103.208.137.6;192.168.43.47;TCP;1387;[TCP Out-Of-Order] 443  >  65160 [PSH, ACK] Seq=493434 Ack=13112 Win=64128 Len=1333 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
8137;485.543.640;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 8131#3] 65160  >  443 [ACK] Seq=13112 Ack=490634 Win=370944 Len=0 SLE=492034 SRE=497567;;;;;;;;;;;;;;;
